Sentence,Count,Found Phrases,NumWords,ChangedWords,ChangedWordsPercentage
"— Знаю,— відповів Степан.— Тільки слова цього тепер майже не вживають",5,цього|майже|степан|тепер|тільки,11,5,45.45454545454545
"Клим Синиця подумав, що без бубна жодне військо нічого не варте",5,нічого не варте|що|військо|без|нічого,11,5,45.45454545454545
"Перед цим Кмич присилував його розповісти, як він опинився в каталажці",5,перед цим|його|розповісти|як|він,11,5,45.45454545454545
"Вартовий біля дверей теж став на струнко, випинаючи груди, як німець",5,вартовий|як|струнко|німець|біля,11,5,45.45454545454545
"Була гірка неправда в тому, що ми пливли без жодного прапора",5,що|без|неправда|ми|тому,11,5,45.45454545454545
"Бо не те важливо, що робить людина, а як вона робить",5,людина|як|те|вона|що,11,5,45.45454545454545
"Але ось одного вечора його привели до камери побитого, заюшеного кров'ю",5,його|але|кров|до|ось,11,5,45.45454545454545
"Ах, яке це щастя і яка це все-таки розкіш — карцер",5,це|все|щастя|таки|яка,11,5,45.45454545454545
"— Любий Сев, — хвилюється вона, — чому мені так негарно",5,мені|чому|вона|так|негарно,11,5,45.45454545454545
"— Гарний тютюн куриш,— сказав він по-знавецьки.— Пам’ятаєш, я тебе частував",5,я|тютюн|гарний|він|тебе,11,5,45.45454545454545
Андрія так ніби хто облив варом або жигнув головешкою межи очі,5,або|хто|ніби|так|очі,11,5,45.45454545454545
"— А я завжди буду думати, що можна поліпшити без крові",5,що|без|я|думати|завжди,11,5,45.45454545454545
"— мовляв, і я не сільський, дивлюся на все це зверху",5,це|зверху|я|все|дивлюся,11,5,45.45454545454545
"""Усе буде добре,— думаю я.— Прийшов таки туди, де мене чекали""",5,думаю|усе|таки|я|добре,11,5,45.45454545454545
"А тут ще Паня прийшла з мискою, саме під моє дерево",5,тут|дерево|саме|ще|прийшла,11,5,45.45454545454545
"Хтось його взяв за руку, але Андрій потягся до наміченого обличчя",5,але|до|його|андрій|обличчя,11,5,45.45454545454545
"— Він; як вернувся, його жінка мала трохи буряків і відгодувала",5,як|трохи|його|він|жінка,11,5,45.45454545454545
"Якось іде вона вуличкою, аж тут Фабіян з цапком з–за рогу",5,якось|аж|тут|іде|вона,11,5,45.45454545454545
"Ніби не міг вирости на землі цей м'який, білий, міцний матеріал",5,міцний|ніби|на землі|матеріал|цей,11,5,45.45454545454545
"Зблиснув серед ночі чорний вогонь, полум'я глухим гулом пронизало обоє тіл",5,серед|я|обоє|полум'я|вогонь,11,5,45.45454545454545
"Я зіп'явся на носки, але вітрильник став маленький, як тінь журавля",5,але|маленький|я|носки|як,11,5,45.45454545454545
"В міру того, як він картав молодь, його очевидячки розбирала досада",5,молодь|його|в міру|він|як,11,5,45.45454545454545
"""Не знаю,— признався я,— там огонь горить не так, як наш",5,як|так|не так|я|там,11,5,45.45454545454545
Він хотів геть усе заперечити й змусити його теж усе заперечити..,5,його|він|усе|заперечити|геть,11,5,45.45454545454545
"Що біль даєш, і щастя, і красу, і сум, і горе",5,горе|біль|щастя|сум|що,11,5,45.45454545454545
"Я відгукнувся до нього, а Богдан поліз світити вогонь на марсі",5,до|вогонь|я|богдан|до нього,11,5,45.45454545454545
"Бубела був колись гарний і сильний, але хутір висмоктав із нього силу, час на хуторі пливе так само швидко, як і довкола",10,колись|сильний|як|так|гарний|так само|швидко|довкола|але|час,22,10,45.45454545454545
"— запитав Андрій досить безглуздо, не знайшовшись, що сказати від несподіванки",5,досить|від|сказати|що|андрій,11,5,45.45454545454545
Потім я сказав їй у її шовкову косу: — До завтра,5,завтра|я|потім|до|її,11,5,45.45454545454545
"Тільки ж це щастя, порівнюючи до того пекла, що лишилося позаду",5,тільки|до|щастя|це|що,11,5,45.45454545454545
"Найбільше ж було видно з мови, що це було за військо..",5,видно|це|найбільше|що|військо,11,5,45.45454545454545
Але одного дня ті цигарки змінили трохи свій вигляд і смак,5,але|ті|цигарки|смак|трохи,11,5,45.45454545454545
"Чи ти придурюєшся, чи справді тоді таки не вповні розуму був",5,тоді|ти|таки|справді|чи,11,5,45.45454545454545
"Той, уже до вчорашнього, я могла думати про вас що завгодно",5,той|я|думати|до|що,11,5,45.45454545454545
"Віддати треба нам життю щомога, а треба кожному, ще поки молодий",5,ще|кожному|треба|молодий|поки,11,5,45.45454545454545
"Тільки той орденок, що ти заробиш, не з того боку носять..",5,той|що|ти|тільки|носять,11,5,45.45454545454545
"— Ти молодчина, — сказав я, заглядаючи до неї в протоку",5,ти|до|до неї|я|неї,11,5,45.45454545454545
Коли на кожного витрачати бронзу — від цього вона зовсім знеціниться,5,витрачати|вона|від|зовсім|цього,11,5,45.45454545454545
"— Сядь-но отут коло мене, небого, — почав до неї ласкавим голосом дід Макар, — і слухай, що я тобі буду говорити",10,дід|неї|я|говорити|почав|до|що|отут|коло|до неї,22,10,45.45454545454545
"Назад вони їхали стопою, й Богдан увесь час думав про Ясновиду",5,час|думав|назад|богдан|вони,11,5,45.45454545454545
"До його свідомости дійшла лише одна фраза: ""Прийдеш, я тебе вирятую!..""",5,я|тебе|до|його|одна,11,5,45.45454545454545
"З твоїх листів я бачу, що ти тепло до мене ставишся",5,ти|що|до мене|до|я,11,5,45.45454545454545
"Ще тільки десь забарився оператор-хронікер, що йому я дав сarte bIanche",5,що|тільки|йому|ще|я,11,5,45.45454545454545
"Я не знаю, що Суде потім, я боюся й жахаюся цього",5,потім|я|боюся|що|цього,11,5,45.45454545454545
"Ваш сценарій має ідею, що її не можна цілком сказати словами",5,що|сказати|цілком|її|не можна,11,5,45.45454545454545
"— А ци відаєш ти, що чоловік так і звався колись",5,чоловік|ти|колись|так|що,11,5,45.45454545454545
Так він узяв та й висипав геть усе з мішка тут,5,він|так|геть|тут|усе,11,5,45.45454545454545
"Тоді, коли воля до життя рветься на шматки, як перегнила нитка",5,життя|тоді|шматки|як|до,11,5,45.45454545454545
"Однак ті голоси ніби все більше й більше віддаляються, все тихшають..",5,все|більше|однак|ніби|ті,11,5,45.45454545454545
"""Так ось він, ""ворог""!.."" Обережно виплутував пальці з полону тонюсіньких волосинок..",5,так|пальці|обережно|він|ось,11,5,45.45454545454545
"Він тебе тут дечого навчить, а то, мабуть, ти вже занудився",5,тебе|мабуть|ти|тут|він,11,5,45.45454545454545
"Все, що тут написано, ви мусите самі розповісти, не затаюючи нічого",5,тут|все|розповісти|що|нічого,11,5,45.45454545454545
"Мене наче хлистом ударив хто, — невже він міг так сказати",5,так|сказати|хто|наче|він,11,5,45.45454545454545
"""Ти так описав, що наче я і побував у тій заводі…",5,наче|ти|я|так|що,11,5,45.45454545454545
"Женихається тепер з першим-ліпшим, ніби нічого в неї й не сталося",5,неї|сталося|ніби|нічого|тепер,11,5,45.45454545454545
"Мені вже давно треба зникнути з Парижа, бо незабаром мене зловлять",5,треба|мені|незабаром|зникнути|давно,11,5,45.45454545454545
"Перше почуття я висловив, а друге спробував заховати навіть від себе",5,заховати|від себе|від|я|почуття,11,5,45.45454545454545
"Колись-то Микола сказав, що слово ""Просвіта"" походить від сполучення ""просвітити кишені""",5,що|микола|колись|просвіта|від,11,5,45.45454545454545
"Хоч недалеко до їх хуторця, так забарилась я і заночувала там",5,до|так|недалеко|я|там,11,5,45.45454545454545
"Якщо світ — гидота, то ці люди мають можливість бути велетами",5,ці|бути|світ|гидота|якщо,11,5,45.45454545454545
"Він вмить запалав, ніби її пришпилька проколола мильну бульбу його міркувань",5,його|він|ніби|вмить|її,11,5,45.45454545454545
"— Шкода дівки,— сказав Микола.— Загата не той, кого їй треба",5,загата|шкода|микола|той|треба,11,5,45.45454545454545
"І нічого не чув, що говорила сестра, так гуділа йому голова",5,голова|нічого|так|що|йому,11,5,45.45454545454545
"Андрій бачив, що його начальник безпорадний і не знає, що робити",5,знає|що|андрій|начальник|його,11,5,45.45454545454545
"Це ж останні слова, що кажуть — я вас не забуду",5,останні|кажуть|це|я|що,11,5,45.45454545454545
"Те, що берегли, бо воно продовжувало людське життя, тепер його вкорочує",5,його|що|життя|тепер|те,11,5,45.45454545454545
"Ану ж його справа обернеться так, що його звільнять, і тоді..",5,його|справа|тоді|що|так,11,5,45.45454545454545
"Але в них є ще оте ""назад"", а от у тебе...""",5,назад|але|тебе|є|ще,11,5,45.45454545454545
"Я ще раз спитав: — Ніно, хто він, скажи, той Олс",5,ще|хто|той|я|він,11,5,45.45454545454545
"Він мовчав усю дорогу, поки вони йшли коридорами до самого виходу",5,вони|до|поки|усю|він,11,5,45.45454545454545
"Й коли Богдан урешті підійшов до неї, напружену тишу мов розірвало",5,мов|до неї|до|богдан|неї,11,5,45.45454545454545
"Я певен, що любов нам відмірює на терезах якийсь великий скнара",5,великий|я|любов|якийсь|що,11,5,45.45454545454545
Келих ще не допитий і він його мусить допити до дна,5,його|келих|ще|до|він,11,5,45.45454545454545
"Кинути б усе, взяти валізу та їхати, їхати світ за очі..",5,очі|світ|усе|взяти|кинути,11,5,45.45454545454545
"— з потрісканої шкіри сочилась водиця; або сухі вони, як дошка",5,як|дошка|вони|або|водиця,11,5,45.45454545454545
"Одне з двох: або справді щось загубилось, або збирається на розмову",5,збирається|щось|одне|справді|або,11,5,45.45454545454545
"І я це буду пам'ятати, доки й живий, до самої могили",5,я|доки|пам'ятати|до|це,11,5,45.45454545454545
"Мене трохи вразили стосунки між господарями, я так і не дотямив, хто з них тут перший, але нехай собі живуть, як уміють",10,так|як|тут|хто|трохи|між|але|я|нехай|живуть,22,10,45.45454545454545
"Він думав лише про те, що ось цей Голіят таки сяде покірно й буде на цьому папірчику щось за його наказом писати..",10,ось|думав|таки|щось|те|його|що|він|цей|писати,22,10,45.45454545454545
"Та стара бабця, що колись так неприязно зустріла його, була, як і тоді, зла, ще, може, й лютіша, але розповіла Богданові все",10,ще|колись|як|його|так|все|може|що|тоді|але,22,10,45.45454545454545
"Вона тримала капелюх у руках, і її золоте волосся куйовдив вітер",5,вона|її|вітер|волосся|капелюх,11,5,45.45454545454545
"— Наполеон казав: хто може все сказати, той може все зробити",5,той|все|може|сказати|хто,11,5,45.45454545454545
"— Даньку, ти колись клявся, що любив її, — заячала мати",5,колись|що|ти|мати|її,11,5,45.45454545454545
"Пакульці торочили, що у його голові від пиятики давно горобці цвірінькають",5,його|від|горобці|що|давно,11,5,45.45454545454545
"Та згодом батарея висунулася ще далі на південь, такий поступив наказ",5,батарея|згодом|наказ|далі|ще,11,5,45.45454545454545
"Знову були кози, потім ще якісь тіні, але далеко, не видко",5,ще|але|далеко|кози|потім,11,5,45.45454545454545
"Я нахиляюся до кани, і гарячий вітер дише мені в обличчя",5,обличчя|мені|до|вітер|я,11,5,45.45454545454545
"Гуртками по п'ять-шість чоловік стояли, тихо перемовляючись, Деркачукові друзі й знайомі",5,тихо|шість|чоловік|п'ять|знайомі,11,5,45.45454545454545
"А нам, малим, усе цікаве вдвічі: хто звідкіля прибув до Курманів",5,до|звідкіля|хто|усе|цікаве,11,5,45.45454545454545
Вона чекала його — він це бачив з кожного її погляду,5,це|вона|його|її|він,11,5,45.45454545454545
"А тепер його не впізнати, від чого ж то воно так",5,від|тепер|впізнати|його|так,11,5,45.45454545454545
Микола покинув коней під акаціями і виліз до мене на бункер,5,до|до мене|микола|бункер|виліз,11,5,45.45454545454545
"Бо ти вкладеш у цей свій твір усе найкраще, що маєш",5,усе|ти|що|найкраще|цей,11,5,45.45454545454545
"Фах його добрий, але навіщо десь за полярним колом старогебрейська мова",5,але|мова|його|навіщо|добрий,11,5,45.45454545454545
"Коло акацій, зовсім окремо від залізних нетрів, стоїть невеликий товаровий потяг",5,окремо|коло|потяг|зовсім|від,11,5,45.45454545454545
"Крізь двері, трішки прочинені, видно немічних старих, що сидять біля стола",5,біля|видно|сидять|трішки|що,11,5,45.45454545454545
"Карапетьян розповідав речі, яким не може дорівняти жоден анекдот у світі",5,яким|може|анекдот|жоден|не може,11,5,45.45454545454545
"А чи-с мислив, що від тебе вже ніхто й бігти невольний",5,тебе|бігти|чи|що|від,11,5,45.45454545454545
"І всі так кажуть, і слово ""позичати"" не міняє свого значення",5,позичати|значення|так|кажуть|свого,11,5,45.45454545454545
"І нехай Він не бачить, як буде хитатися Петро, ідучи геть",5,петро|геть|як|нехай|він,11,5,45.45454545454545
"На столі весь час лежав аркушик: ""Мамо, я тут, зараз прийду!""",5,прийду|зараз|я|тут|час,11,5,45.45454545454545
"(То була маленька стеклярусова намистинка, але звідки йому було те знати",5,знати|але|те|йому|звідки,11,5,45.45454545454545
"Тільки подумати, що колись була якась Мусінька, якісь трагедії, навіть бійка",5,колись|якась|бійка|що|тільки,11,5,45.45454545454545
"Се сталося ще тоді, на 434 році після народження Сина Божого",5,ще|народження|після|тоді|сталося,11,5,45.45454545454545
"Бідолашний джура не знав, що йому такого й сказати на розставанні",5,бідолашний|джура|йому|сказати|що,11,5,45.45454545454545
"Максим це відзначив недовірливо: ""Добре, якщо не тут, то тоді де?..""",5,якщо|тут|це|добре|тоді,11,5,45.45454545454545
— народжується тільки одна кульбаба і тільки одна або дві-три тополинки,5,три|кульбаба|одна|тільки|або,11,5,45.45454545454545
"Я вже забув, що саме питав, і кажу навмання: — Згадав",5,саме|навмання|що|я|кажу,11,5,45.45454545454545
"— Ми тут думали про нього, що він подався до імперіалістів",5,ми|тут|до|що|він,11,5,45.45454545454545
"Андрій тільки помітив у профіль, що обличчя Фреєве кривилося від сміху",5,андрій|обличчя|що|тільки|від,11,5,45.45454545454545
"Нині і цього досить, щоб сісти за грати, його можуть перекувати",5,досить|його|щоб|грати|цього,11,5,45.45454545454545
"Не знав тепер, як до неї приступитись, як з нею поводитись",5,до|до неї|неї|як|тепер,11,5,45.45454545454545
"І тоді, як було те над корчем, зозуля метнулась їй назустріч",5,зозуля|те|як|тоді|назустріч,11,5,45.45454545454545
"Я колись чув це прізвище, але вбийте мене — не пригадаю",5,колись|але|я|це|прізвище,11,5,45.45454545454545
"Він дивився на камеру, й очі йому непристойно воложилися все більше..",5,все|більше|очі|йому|він,11,5,45.45454545454545
"Це ж він утік десь тут, де і його доля кидає..",5,він|це|його|доля|тут,11,5,45.45454545454545
"— сказала господиня, чорнява, як нічний жучок, але недокрівна, аж воскувата",5,чорнява|аж|як|господиня|але,11,5,45.45454545454545
"Він глянув на неї неповторно здивованим поглядом, і тут пролунав вибух..",5,неї|на неї|тут|він|глянув,11,5,45.45454545454545
"Але яким чином це опинилося там, на хуторі, я не знаю…",5,там|але|я|це|яким,11,5,45.45454545454545
"Вона втерла сльозу, але очі в неї були сухі й червоні",5,вона|очі|неї|червоні|але,11,5,45.45454545454545
"Все одно то ті, що або вже там бували, або кандидати...""",5,ті|все|або|що|там,11,5,45.45454545454545
"— Ну, а що як умреш, а там воно все є?",5,як|є|все|що|там,11,5,45.45454545454545
"Молодий жеребець, що його Богдан об'їздив не так давно сам, теж був сірий і яблукатий, як і всі коні Великого князя київського",10,так|що|жеребець|не так|як|давно|богдан|молодий|коні|його,22,10,45.45454545454545
"Близько півночі до нас наблизився поліцай і повідомив, що Деркачук помер",5,поліцай|близько|до|помер|що,11,5,45.45454545454545
"А біля того брухту лежить ще один такий, як і він",5,біля|як|ще|один|він,11,5,45.45454545454545
"Жаль мені батька, бо ж батько у кожного з нас один",5,мені|бо ж|жаль|один|батько,11,5,45.45454545454545
"Один Роман був, як ніколи, веселий і часом, немов школяр, пустотливий",5,один|як|роман|пустотливий|веселий,11,5,45.45454545454545
"Учителька, мабуть, ще не знала, що я також їду з ними…",5,учителька|мабуть|я|що|ще,11,5,45.45454545454545
"Журба ж, або Рудий, як його нарекла мати, довго не появлявся",5,мати|як|його|або|журба,11,5,45.45454545454545
"Думаю, що через тиждень закінчу тесати камінь, тоді дам собі спокій",5,думаю|що|тоді|через|спокій,11,5,45.45454545454545
"Він пригадує ті задушливі безсонні ночі, що тільки йому одному відомі",5,йому|ті|тільки|він|що,11,5,45.45454545454545
"IV Сходячи вниз вулицею Леніна до Хрещатика, Степан багато що передумав",5,степан|до|що|вниз|багато,11,5,45.45454545454545
"Звідки взялась йому та божевільна певність, що так довго манила його",5,звідки|так|його|йому|що,11,5,45.45454545454545
"Очумався від гострого, сливінь лютого повітря, що підступило йому до серця",5,що|повітря|йому|від|до,11,5,45.45454545454545
"Коли відходив від порога, стривожився дуже — вслід йому тихо плакали",5,тихо|йому|дуже|від|вслід,11,5,45.45454545454545
"Зашилив глибоко, й ледве дістав рукою те, що мав там дістати",5,що|мав|там|те|ледве,11,5,45.45454545454545
"В неї не повертається язик висловити те, що їй пече мізок",5,язик|що|пече|неї|те,11,5,45.45454545454545
"Без обіймів, а так, неначе ненароком, як дозволено етикетом на городі",5,так|ненароком|як|без|неначе,11,5,45.45454545454545
"А бач, до цього зла така собі дрібниця, як назва, довела",5,до|цього|бач|як|дрібниця,11,5,45.45454545454545
"Але вони не впізнавали його чи вдавали, що не впізнавали, відверталися",5,що|але|чи|його|вони,11,5,45.45454545454545
"Так розмовляючи, вони дійшли до валки підвід, що розташувалася осторонь ярмарку",5,осторонь|вони|до|так|що,11,5,45.45454545454545
"Тоді я кажу: ""Рекс, а ти не знаєш, де мій автомат?""",5,я|кажу|тоді|мій|ти,11,5,45.45454545454545
"А проте, йди ліпше, я сама, а то ще порвеш що",5,йди|проте|ще|я|що,11,5,45.45454545454545
"— Темно, — тільки й сказав Богдан, і вони погнали далі",5,тільки|далі|вони|богдан|темно,11,5,45.45454545454545
"Він не знав, чого ще можуть від неї зажадати, начебто все",5,неї|від|все|ще|він,11,5,45.45454545454545
"Може ж, то помилка, яку потім тяжко, взагалі неможливо буде направити",5,неможливо|може|направити|потім|тяжко,11,5,45.45454545454545
"Але той торохтів про щось геть далеке, й Богдан потроху заспокоївся",5,геть|щось|але|той|богдан,11,5,45.45454545454545
"— Я старий, але бадьорий,— виголошував дід.— Мені не страшно смерті",5,дід|я|але|страшно|мені,11,5,45.45454545454545
"— Стьопо,— сказав він,— ти знаєш, що я завжди любив книгу",5,я|він|ти|завжди|що,11,5,45.45454545454545
"І тільки прийшовши до камери, Андрій зрозумів, що означало оте ""треба""",5,що|треба|до|андрій|тільки,11,5,45.45454545454545
"— Зверніть, між іншим, увагу, як він зі мною завтра зустрінеться",5,між|як|завтра|він|між іншим,11,5,45.45454545454545
"Не рідня ти мені, але, гадаю, за цапову душу гине парубок",5,мені|але|ти|гадаю|парубок,11,5,45.45454545454545
"Чи йому не хочеться писати, чи він сам писати не хоче",5,йому|хочеться|писати|він|чи,11,5,45.45454545454545
"Мені довелося пригадати маленький прийом архаїчного боксу, доки він мене впустив",5,довелося|мені|доки|він|маленький,11,5,45.45454545454545
"VI Як саме почалося те пекло, тяжко тепер відновити за порядком",5,тяжко|тепер|як|те|саме,11,5,45.45454545454545
"І Горобенкові було чудно проходити через цей тихий, мов скутий, натовп",5,натовп|скутий|через|цей|мов,11,5,45.45454545454545
Його наче хто огрів по обличчю: що тепер подумають про Вавилон,5,наче|тепер|його|хто|що,11,5,45.45454545454545
"Тільки він був порожній, коли я кинув його в Індійський океан",5,тільки|я|він|кинув|його,11,5,45.45454545454545
"В комині весь час пахкало, аж поки там не спалахнула сажа",5,поки|сажа|там|аж|час,11,5,45.45454545454545
"Вони, бач, вірили, що це вони будуть тепер боронити, а їх тепер будуть підтримувати ті, що нарешті зрозуміли, що їм треба оборонити цю землю, цей нарід від заглади, інакше буде горе..",14,це|інакше|треба|цю|ті|тепер|від|вони|що|горе|боронити|підтримувати|бач|цей,31,14,45.16129032258064
"Там ще прищімлена друга половина Андрієвого серця і, може, на смерть, може, навіки, але слідчий про те не знає, інакше б він не викладав тоді аркушики, підписані Катериною, як найбільший козир",14,але|знає|ще|може|половина|найбільший|смерть|там|тоді|друга|інакше|він|як|те,31,14,45.16129032258064
"Він зробився поважним, трохи гордим, мав вигляд розумненького юнака, що, хоч і молодий ще, а багато що знає, геть усе тямить і кожному може розтлумачити, що, як, куди й до чого",14,може|знає|трохи|геть|мав|до|як|що|молодий|ще|багато|усе|він|кожному,31,14,45.16129032258064
"Андрій зрозумів з нудьгою, що опір ні до чого, що сили його тануть і йому треба вибирати — або бути скаліченим і геть розчавленим швидко, або бути сліпим, але ще змагатися..",14,швидко|змагатися|геть|йому|до|або|що|але|бути|ще|треба|вибирати|його|андрій,31,14,45.16129032258064
"І знову почувся той гомін, що його він уже чув раніше попереду, — десь там, куди йому треба було йти",9,раніше|що|йому|треба|там|той|він|йти|його,20,9,45.0
"— Я ще нічого не казала тобі, чому Лука, що мене, може, раз десь випадково бачив, прийшов до нас свататись",9,лука|до|ще|чому|може|я|що|нічого|випадково,20,9,45.0
"Він від душі реготав, а я корчився од того сміху: видно, будуть грабувати цей край ще не один десяток літ",9,грабувати|він|цей|край|від|я|видно|один|ще,20,9,45.0
— Он як!— протягнув Отроходін і намагався струсити з самопочуття якусь прикрість або приховати від власної думки.— Так він злісний..,9,он|приховати|він|власної|як|так|від|або|думки,20,9,45.0
"Я відчув, як мені все холоне у тілі, і тільки сором мов бджолине жало, наскрізь проштрикує мозок і пече, пече…",9,тільки|мені|пече|як|жало|все|мов|я|сором,20,9,45.0
"Йому було ніяково мовчати, хотілось багато сказати хоч і комуністові, але ж усе-таки українцеві, але, як зайти, він не знав",9,ніяково|йому|багато|він|як|сказати|таки|але|усе,20,9,45.0
"А можливо, була й інша причина: майже все, що Андрій називав згадками про неї, — це згадки про самого себе",9,можливо|причина|неї|інша|майже|це|все|андрій|що,20,9,45.0
"Може, його теж чекає цей шлях, ця трясовина, що засмокче його й перетравить, зробивши безвільним додатком до іржавої системи життя",9,може|до|трясовина|що|ця|життя|цей|його|шлях,20,9,45.0
"Ці очі завжди стояли перед Андрієм, і, може, це й дало йому силу тоді так багато витримати й не зломитися",9,може|йому|це|тоді|багато|так|завжди|очі|ці,20,9,45.0
"Вкорінившись, ті мовчазні вартові трималися за межу міцно, так що господар поля міг спати спокійно, доки вони стояли на чатах",9,вони|міцно|вартові|ті|так|доки|що|спокійно|господар,20,9,45.0
"Заподіявши ту диверсію проти мого директора, корова відразу ж рушила далі, тоді як пастух мав відповідати тепер за її вчинок",9,тоді|відразу|відразу ж|тепер|як|корова|далі|її|мав,20,9,45.0
"— Рід мій думав про те, — раптом випалив Андрій майже крізь сльози гніву й образи, — що його нащадки..",9,майже|раптом|нащадки|що|думав|мій|його|те|андрій,20,9,45.0
"А через те, що між нами сидить Тайах, вона відхиляється трохи назад, коли я розмовляю з Севом над її коліньми",9,що|вона|назад|її|трохи|між|я|через|те,20,9,45.0
"Максимові цей голос видався знайомим, тільки зміненим від жаху так, що тяжко було розпізнати, хто ж саме був його власник",9,тяжко|так|саме|його|що|цей|хто|від|тільки,20,9,45.0
"Для одних то вдова, для інших то мати, сестра, дружина, і кожен міг до болю чітко уявити, як-от вона йде..",9,як|як-от|мати|вдова|вона|дружина|до|інших|кожен,20,9,45.0
"Йому хотілося швидше відійти од райвиконкому і від усього, що хвилину тому сталося: — Ви їдьте, переберіть, я зараз прийду",9,зараз|йому|тому|від|я|прийду|що|сталося|швидше,20,9,45.0
"На межі двох діб неминуче з’являються люди, що зависають якраз на грані, звідки видно далеко назад і ще далі вперед",9,якраз|видно|ще|назад|звідки|далеко|що|вперед|далі,20,9,45.0
"Гано тепер ясно бачив, як Брунгільда виважує в руці своє довге коп'є й приміряється вниз, таки вниз, до його коліна",9,ясно|до|вниз|коліна|як|є|його|тепер|таки,20,9,45.0
"Тож він ухвалив сходити до редакції київського журналу, що його оповідання видрукував і, як він догадувався, винен був йому гонорар",9,до|сходити|як|оповідання|його|винен|він|йому|що,20,9,45.0
"Тільки-но він уявляв собі, що ця жінка може йому не належати, лють проймала його й зводила на уста найобразливіші слова",9,може|йому|що|ця|жінка|тільки|його|належати|він,20,9,45.0
"Він ставив питання так, що тільки з свого доброго бажання може доручити їм честь перейти Сиваш і стати до бою",9,може|свого|що|честь|до|він|тільки|бажання|так,20,9,45.0
"Кров заливала очі, й Петро гаразд навіть не роздивився, хто ж це саме сповивав йому голову, мов та ""рідная мати""..",9,це|очі|йому|петро|мов|саме|хто|мати|кров,20,9,45.0
"— От ми й зустрілися, — кажу я, — а наче зовсім недавно ми з вами жили в одній кімнаті",9,зовсім недавно|зустрілися|наче|зовсім|ми|я|недавно|жили|кажу,20,9,45.0
"Дивна одна думка різонула раптом мізок дивовижним припущенням: ""А що, як все те, що він говорить, треба розуміти прямо, буквально",9,говорить|раптом|все|що|одна|треба|він|як|те,20,9,45.0
"— Він мені давно не подобався, — сказав хазяїн трамбака, — я радий, що я йому виказав це як слід",9,що|це|як|давно|йому|мені|я|він|слід,20,9,45.0
"Я знаю, що режисер опиратиметься, треба скоріше повертати розмову на інше, але мені шкода втрачати розгін, і я кінчаю думку",9,треба|що|шкода|скоріше|мені|але|я|втрачати|інше,20,9,45.0
"Його діти і досі, як тільки випаде сніг, шугають по горбах на тих крилах, мов очманілі, а могло ж бути й інакше, якби Лук'ян довів тоді справу до кінця",13,інакше|його|бути|досі|тоді|тільки|як|мов|до|якби|лук'ян|як тільки|діти,29,13,44.82758620689656
"Мені, між іншим, завжди здавалося, що він собі щодня видумує якесь заняття, аби, як кажуть, слава не пропала.— Перейдемо на той бік,— запропонував він.— Покажу дещо й хочу порадитись",13,між|як|той|хочу|мені|якесь|слава|кажуть|він|завжди|аби|між іншим|що,29,13,44.82758620689656
"— А ми ще десь здобудемо, щоб не один",4,щоб|ще|ми|один,9,4,44.44444444444444
"Пакуль — це назавше минувшина, учорашній день мого життя",4,день|життя|назавше|це,9,4,44.44444444444444
"Знімальної групи тепер немає — такої, як була колись",4,немає|як|тепер|колись,9,4,44.44444444444444
"— Означає: торгівля з іностранцями або чужоземцями, так кажуть",4,торгівля|кажуть|так|або,9,4,44.44444444444444
"Ніби на підтвердження цього, розмова Фрайтага з майором П",4,розмова|підтвердження|ніби|цього,9,4,44.44444444444444
"— озвався Богдан, але насправді таки нічого не чув",4,таки|але|богдан|нічого,9,4,44.44444444444444
"— Хіба вам не здається, що це занадто банально",4,"здається, що|це|здається|що",9,4,44.44444444444444
Ще цариця Катерина чи сам Мазепа наділив його предка,4,чи|ще|його|катерина,9,4,44.44444444444444
"Звичайно, мені докладно розповідали, де він, з ким живе",4,звичайно|живе|мені|він,9,4,44.44444444444444
— І раптом: — А як тут сусіди наші?.,4,тут|як|наші|раптом,9,4,44.44444444444444
"Дівчатка горді, як пави, але ми самі погасимо світло",4,світло|як|ми|але,9,4,44.44444444444444
"Не хочу, щоб ти нагадувала комунарам про цю втрату…",4,щоб|ти|хочу|цю,9,4,44.44444444444444
"Потім я тобі дещо покажу, а тепер уминай сало",4,потім|тепер|я|сало,9,4,44.44444444444444
"Тоді він ""завербував"" свого слідчого, свого колишнього друга дитинства",4,тоді|друга|він|свого,9,4,44.44444444444444
"Він тільки починав, а скільки б ще міг зробити",4,ще|тільки|скільки|він,9,4,44.44444444444444
"А воно, бач, без того не можна, таке діло..",4,без|діло|бач|не можна,9,4,44.44444444444444
Тоді через смерть Леля Лельковича прокотився по греблі віз…,4,через|смерть|віз|тоді,9,4,44.44444444444444
"А зіпсувалось, тоді він ще дужче: ""Я ж казав",4,ще|тоді|я|він,9,4,44.44444444444444
"Я подумав, що віднині завжди гіркої години приходитиму сюди",4,віднині|що|я|завжди,9,4,44.44444444444444
"Може, то цей самий Донець довів її до божевілля!.",4,до|цей|її|може,9,4,44.44444444444444
"Тут...— Він опустив голову, вдарившись об стіл.— Я вмираю..",4,стіл|я|тут|він,9,4,44.44444444444444
"Маршал пожалкував, що його народ не мав таких жінок",4,народ|його|мав|що,9,4,44.44444444444444
"Одне слово, відчувається — людина не чуже місце посіла",4,місце|чуже|одне|людина,9,4,44.44444444444444
Днів через три я знову пішов надвечір до Кузьміних-Караваєвих,4,до|через|я|три,9,4,44.44444444444444
