Hutsul,Ukrainian
Ч'ічі,Квіточки
Чогось Ня,Чому Мене
Чогось Ня,Чого Мене
Чокан,Дзюбак
Чокантина,Сорт Найкращої Кукурудзи
Чоколяда,Шоколад
Чомунь,Чому Ні?
Чорнєва,Чорнява
Чуберка,Дійниця
Чуберка,Цеберка
Чужослів,Іншомовне Слово
Чуйки,Вартові
Чуйки,Розвідники
Чулок,Головний Убір Молодої
Чура,Джура
Чура,Жура
Чурит,Дзюрчить
Чурит,Тече
Чутє,Чуття
Чутє,Передчуття
Чьинила,Народжувала
Чьинила,Родила
Чьиредовання,Випасання Худоби
Чьиредовання,Пастушення За Чергою
Чьиредованя,Ворожбицтво
Чьиредованя,Чарування
Чь'ити,Ткати
Чьоботи,Чоботи
Чьоботи,Чобітки
Чьорногора,Чорногора
Чьо-Сте,Чому
Чюжий,Чужий
Чюріти,Витікати
Чюти,Чути
Чяпнути,Міцно Затиснути В Руках
Чярево,Живіт Людини
Шабас,Шабаш
Шалава,Гуляща
Шалава,Легкої Поведінки Жінка
Шалапут,Легковажна Людина
Шалапут,Непутяща Людина
Шалата,Страва З Овочів
Шалата,Салат
Шалюнок,"Стіни, Оббиті Цалівками Та Пофарбовані"
Шанец,Придорожня Канава
Шанец,Кювет
Шанець,Яр
Шанчік,Глиняний Глечик
Шанчік,Збанок
Шарапатки,Приблуди З Міста
Шарґа,Мокрий Сніг З Дощем
Шарівка,Сорт Груш Файного Смаку
Шартофля,Пулярес
Шартофля,Полярец
Шаруга,Віхола
Шаруга,Хурделиця
Шафарня,Мале Складське Приміщення
Шахелька,Кухонний Черпак
Шахелька,Кофля
Шахєрка,Шахрайство
Шацункова Комісия,Рахункова Комісія
Шваб,Німець
Шваб,Швед
Швайцар,Швейцар
Швайцар,Житель Швейцарії
Швайцарія,Швейцарія
Швандрон,Ескадрон
Шварма,Передова
Швелєр,Швелер
Швіньки,Купальники
Швіц,Баня
Швіц,Лазня
Шворінь,Металевий Стержень
Шеремері,Дзвіночки На Кінській Упряжі
Шерепітка,Зайшлий Міщанин
Шерстьин'ик,Сукно З Кізьої Вовни
Шєні,Собаченя
Шєнованє,Шанування
Шєнованє,Пошанівок
Шєнований,Добре Доглянутий
Шєнований,Збережений
Шєнований,Шанований
Шєпочькє,Шапки
Шєпочькє,Шапочки
Шєпочькє,Головні Убори
Шиб,Шахта
Шимбале–Шимбале,Згадуй-Згадуй
Шина,Залізнична Рейка
Шинелі,Шинеля
Шипіт,Пороги В Річці
Шипіт,Природні Кам'янисті Перепади
Ширінка,Ширінка
Ширінка,Передній Розріз У Штанах На Ґудзиках Або Замочку
Ширсткий,"Шорсткий, З Шкарубкою Поверхнею"
Шінуватиси,Дбати Про Себе
Шіпільити,Шепелявити
Шіргак,Гачок
Шірпнути,Шарпнути
Шірпнути,Щось Тягнути Ривками
Шісливий,Щасливий
Шістє,Фортуна
Шіфа,Морське Судно
Шіф-Карта,Квиток На Поїздку В Канаду
Шіцівник,Таксатор
Шкаберка,Відломок
Шкаберка,Скалка
Шкал'иточка,Торбинка
Шкандибати,"Іти, Тягнучи Чи Налягаючи На Одну Ногу"
Шкапа,Старий Кінь
Шкапйи,Коник
Шкварки,Смажена Солонина
Шкварок,Шматочок Смаженої Солонини
Шкварчік,Малесенький Шматок Солонини
Шкілейта,Гуцульські Саморобні Лижі
Шкіріна,Шкіряна
Школитися,Учитися
Шкорух,Шкурух
Шкремітки,Металеві Відходи Від Мосяжних Виробів
Шкрепітє,Кам'янисте Урвище
Шкрепітє,Стрімка Гора
Шкрептатиси,Робити Аборт
Шкробати,Скребтати
Шкрум,Неприємний Запах Горілого
Шкруміти,Чадіти
Шляґ Кі Ни Трафив,Не Сталося Поганого
Шляґ Кі Ни Трафив,Прокльони Не Подіяли
Шляґ Би Не Трафив,"Аби Не Сталося Такого, За Що Можуть Проклинати"
Шляґ Би Ті Трафив,Аби Тебе Вхопило
Шляґ Би Ті Трафив,Аби Тобі Настав Кінець
Шляґ Би Ті Трафив,Аби Ти Ноги Протягнув
Шляґи Траф'єли,Велике Переживання
Шляк Трафив,Най Би Це Пропало
Шляк Трафит,"Що Б Там Не Було, А Це Мус Зробити"
Шляуф,Шланг
Шмата,Ледача Дівка
Шмата,Ледача Жінка
Шмердєче,Вонюче
Шмердєче,Неприємне На Запах
Шмердєче,Смердюче
Шмирдавка,Нежить
Шм'ирдавка,Катар
Шмиркнути,Чкурнути
Шм'оргавка,Терлиця
Шнідати,Снідати
Шнурок,Тонка Мотузочка
Шнурок,Шнурівка
Шнурок,Круглий Жіночий Пояс
Шораз,Щораз
Шораз,Кожен Раз
Шорік,Щороку
Шорік,Кожного Року
Шпани,Штахети
Шпани,Штихети
Шпас,Пародія
Шпас,Шарж
Шпацир,Повільна Хода
Шпацирувати,Прогулюватися
Шпекулянт,Спекулянт
Шпилєє,Коле
Шпилєє,Поколює
Шпилєти,Шпигати
Шпікулянт,Штукар
Шпікулянт,Торговельник
Шпінка,Шпилька
Шпір,Спирт
Шпіхлер,Зерносховище
Шпіц,Загострений Мешт Чи Черевик
Шпіцдзиґа,Вузенька Ручна Пилка
Шпор,Кухонна Плита
Шпор,Шпаргат
Шпражина,Довга Жердина
Шпрітус,Спирт Промислового Виробництва
Шпронц,Торець
Шпурити,Шпурляти
Шрубка,Гаєчка
Шрубувати,Загвинчувати Гайки
Шрубувати,Закручувати Гайки
Шталова,Господарська Споруда
Штампик,Порційка
Штампик,Маленький Келішок
Штепний,Охайний
Штепний,Підтягнутий
Штерн,Зірка
Штефаниха,Дружина Степана
Штивний,Прямий
Штиль,Тримач Цапіни
Штонд,Стенд
Штравс,Страус
Штриґалі,Стригалі Овець
Штрика,Залізничне Полотно
Штрімфлі,Панчохи
Штудерний,Хитрий
Штудерний,Кмітливий
Штудувати,Вивчати
Штуханец,Удар Під Бік
Штуц,Обріз
Штуц,Холодна Зброя
Штучьний Віддих,Штучне Дихання
Штясливий,Шісливий
Шульок,Качан Кукурудзи
Шульок,Стрючок Бобових
Шульок,Стрючок Перцю
Шумилина,Кукурудзиння
Шустер,Швець
Шутий,Безрогий
Шутр,Гравій
Шуфляда,Шуфлета
Шушениці,Сухофрукти
Шшірі,Щирі
Шшірі,Безкорисливі
Шшірі,Привітні
Шшірі,Чистосердечні
Шьив'а,Квасковата Вода
Шо,Що
Щезник,Нечиста Сила
Щепленє,Прищепляти
Щепленє,Окулірувати
Щерба,Тріщина
Щерба,Щербина
Щербі,Нерівні
Щєва,Щавель Кислий
Щикати,Гикати
Югати,Розхитувати
Юзиха,Дружина Йосипа
Ютовий,Юхтовий
Ютовий,Шкіряний
Яблешник,Яблучне Вино
Яблінка,Яблунька
Яблінковий,Яблуневий Сад
Яблучьинка,Самогон З Яблук
Ягничєрь,Пастух Ягнят
Якис'мо,Якщо Так
Якис'мо,Коли Ж
Яловец,Жереп
Ялося,Вдалося
Ялося,Довелося
Ялося,Прийшлося
Ялося,Здалося Б
Ялося,Варто Мати
Яремчьинський,Яремчанець
Я Фелую,Клянуся Богом
Кила,100 Кг
Полудне,12 Година
Ланц,30 М
Кортит,Є Бажання
Одокія,Євдокія
Жид,Єврей
Стах,Євстахій
Иван,Іван
Іванка,Іванна
Станіслав,Івано-Франківськ
Играшка,Іграшка
Иди,Іди
Ілько,Ілля
Ильця,Ільці
Мнє,Ім'я
Ймено,Імнє
Инче,Інше
Инчий,Інший
Инчі,Інші
Рушєє,Їде
Варя,Їжа
Фирман,Їздовий
Ї,Її
Би,Аби
Абиєк,Абияк
Прецінь,Адже
Моша,Акушерка
Анниця,Анна
Богатий,Багатий
Велико,Багато
Арава,Багато Людей
Хіть,Бажання
Копил,Байстрюк
Баньки,Баня-Березів
Бубон,Барабан
Корбач,Батіг
Здаєтси,Бачиться
Бжола,Бджола
Пень,Бджолосім'я
Тертус,Безладдя
Бізивно,Безпечно
Сокотити,Берегти
Март,Березень
Бай,Бесіда
Благовішшєнє,Благовіщення
Блиско,Близько
Мовня,Блискавка
Клоп,Блошиця
Видорші,Богоявлення
Грузь,Болото
Болєт,Болять
Бола,Болячка
Боднар,Бондар
Мука,Борошно
Афини,Борівка
Бійно,Боязко
Боєтиси,Боятися
Братя,Брати
Бріхня,Брехня
Гид,Бридко
Крисаня,Бриль
Бриндза,Бринза
Леп,Бруд
Лепкий,Брудний
Без,Бузок
Бурєн,Бур'ян
Злом,Бурелом
Бічі,Бігти
Смага,Біда
Сарака,Бідолаха
Шматє,Білизна
Бірша,Більша
Бірше,Більше
Катуш,В'язниця
Груба,Вагітна
Ганч,Вада
Тєжко,Важко
Убера,Вбрання
Пазити,Вважати
Чємний,Ввічливий
Горі,Вгору
Дубелт,Вдвоє
Глітно,Велика Черга
Дорєнник,Великодний Кошик
Ровер,Велосипед
Бечка,Верба
Фантє,Верхній Одяг
Убера,Верхній Святошний Одяг
Набуватиси,Веселитися
Весілє,Весілля
Вечєр,Вечір
Взєти,Взяти
Покабзувати,Вивести З Ладу
Фів,Виг
Байка,Вигадка
Згар,Вигорілий Ліс
Здаєтси,"Видається, Що"
Видко,Видно
Пизнати,Видіти
Війти,Вийти
Війшов,Вийшов
Збігленє,Викидень
Збігленє,Викидок
Виверечі,Викинути
Поданцувати,Виконати Танець
Вимнє,Вим'я
Вигулити,Виманити
Вишшє,Вище
На Млі Ока,Вмить
Долів,Вниз
Джерга,Вовняна Верета На Прядівній Основі
Бисаги,Вовняні Дві Торби Злучені
Ватра,Вогнище
Ватра,Вогонь
Ара,Вода
Тєгло,Воли
Владик,Володимир
Уна,Вона
Уни,Вони
Баба,Ворожка
Осма,Восьма
Ймити,Впіймати
Поратувати,Врятувати
Всьо,Все
Слиж,Вугор
Вугол,Вугілля
Стрик,Вуйко
Улий,Вулик
Вчітиси,Вчитися
Вивторок,Вівторок
Вивця,Вівця
Вівчєр,Вівчар
Сперти,Відвернути
Припочювати,Відпочивати
Припочіти,Відпочити
Витак,Відтак
Виз,Віз
Фирман,Візник
Фирманка,Візникування
Война,Війна
Слобідно,Вільно
Вінчьованє,Віншуваня
Відав,Вірогідно
Вісімдесєть,Вісімдесят
Вісімнаціть,Вісімнадцять
Вішшювати,Віщувати
Довга,Гадина
Гадина,Гадюка
Ґвавт,Галас
Руб,Ганчірка
Файна,Гарна
Файний,Гарний
Айно,Гарно
Кріс,Гвинтівка
Туй,Гезде
Гет,Геть
Нехар,Гидка
Звір,Глибокий Яр
Пантрувати,Глядіти
Приказувати,Говорити
Гудувати,Годувати
Гляба,Годі
Ігла,Голка
Гола,Голова
Ґазда,Голова Сім'ї
Голубец,Голуб
Гонір,Гонор
Біда,Горе
Під,Горище
Бурлак,Горло
Чєрсак,Горнець
Шкорух,Горобина
Городиц,Город
Варінник,Горщик
Брага,Горівка
Горівка,Горілка
Ґазда,Господар
Ґаздівство,Господарство
Газда,Господиня
Біх,Господь Бог
Рабувати,Грабувати
Письмо,Грамота
Бавитиси,Гратися
Гриць,Григорій
Гриза,Гризота
Лев,Грошова Одиниця
Ґрейцер,Гроші
Гурма,Гурт
Сигли,Густий Ліс
Неґура,Густий Туман
Плай,Гірська Стежка
Тама,Дамба
Гляба,Дарма
Пантрувати,Дбати
Двайціть,Двадцять
Дванаціть,Дванадцять
Днина,День
Путина,Дерев'яна Посудина
Камар,Державний Ліс
Кісє,"Держак, Тримач Коси"
Десіть,Десять
Головиця,Джерело
Биндєк,Джміль
Ади,Диви
Обзерати,Дивитися
Вепр,Дикий Кабан
Горн,Димохід
Хлопец,Хлопець
Юда,Диявол
Митро,Дмитро
Ід,До
Єлоси,Добре
Сокотити,Доглядати
Діздріти,Доглянути
Годити,Догоджати
Доків,Доки
Докінчєти,Докінчити
Фант,Доля
Шепіт,Долішній Шепіт
Деревишшє,Домовина
Доста,Досить
Доста,Достатньо
Лодва,Дошка
Дошь,Дощ
Цєпати,Доїти
Дрива,Дрова
Їмость,Дружина Священика
Каблук,Дуга
Моц,Дуже
Годен,Дужий
Байка,Дурниця
Вуйко,Дядина
Вуйко,Дядько
Дєкувати,Дякувати
Жонва,Дятел
Чєрса,Дівчина
Посидок,Дідизна
Варе,Дійсно
Дітва,Дітвора
Єдерний,Енергійний
Жєба,Жаба
Жєль,Жаль
Нарікати,Жалітися
Панич,Жандарм
Жерт,Жарт
Збитки,Жарти
Фіґляр,Жартівник
Гевкнути,Жбурнути
Вір,Жеребець
Фант,Жеребок
Жиют,Живуть
Житє,Життя
Фант,Життєва Дорога
Климак,Жмут
Гриза,Журба
Чілідина,Жінка
Чєлідь,Жінки
Чєлідь,Жіноцтво
Бай,Забава
Забашити,Забавити
Бавитиси,Забавлятися
Докінчєти,Завершити
Водно,Завжди
Завгоді,Завчасу
Завгоді,Заздалегідь
Докінчєти,Закінчити
Сала,Зала
Бай,Замовляння
Богатий,Заможний
Закортіло,Захотілося
Збож,Збіжжя
Иків,Звідки
Відків,Звідкіль
Вици,Звідси
Відтів,Звідти
Віда,Звістка
Вістка,Звість
Токма,Згода
Делінь,Згодом
Отєк,Здається
Сьвіт,Земна Куля
Плова,Злива
Пустий,Злий
Арідник,Злий Дух
Ймити,Зловити
Грабивник,Злодій
Бізувати,Змогти
Знакомиця,Знайомий
Нагло,Зненацька
Здолини,Знизу
Тратити,Знущатися
Прем,Зовсім
Юда,Зрадник
Досвіта,Зранку
Сперти,Зупинити
Зєть,Зять
Зілє,Зілля
Збавити,Зіпсувати
Го,Його
Йиму,Йому
Ардан,Йордан
Ити,Йти
Говорєт,Кажуть
Окіп,Канава
Крисаня,Капелюх
Право,Кара
Ріпа,Картопля
Катушя,Катівня
Чічка,Квітка
Кидр,Кедр
Погар,Келих
Метати,Кидати
Верх,Кинув
Боїт,Кипить
Бер,Кладка
Клевец,Кливец
Бігме,Клятьба
Гуц,Ковбок
Кождий,Кожний
Кождому,Кожному
Киптар,Кожух Без Рукавів
Кізлє,Козеня
Кізлє,Козенятко
Колис,Колись
Круглєк,Коло
Гуц,Колода
Колот,Колотнеча
Колєдники,Колядники
Кліть,Комора
Хітар,Кордон Села
Костя,Костянтин
Косив,Косів
Любас,Коханка
Кошєра,Кошара
Кошіль,"Кошик, Сплетений З Лозини"
Файний,Красивий
Рабувати,Красти
Крашше,Краще
Файний,Кремезний
Ґвавт,Крик
Кричєти,Кричати
Тирба,Кров
Козев,Кроква
Сенька,Ксенія
Ків,Кілок
Амінь,Кінець
Конє,Кінь
Кісє,Кісся
Кіточка,Ласка
Руб,Латка
Лайдак,Ледар
Білень,Липень
Письмо,Лист
Біда,Лихо
Лижка,Ложка
Луць,Лук'ян
Любас,Любовник
Лючі,Люча
Пужіти,Лякати
Пудно,Лячно
Дохтор,Лікар
Мнєсо,М'ясо
Відав,Мабуть
Чіта,Мавпа
Талан,Майно
Міціцький,Маленький
Міціцький,Малий
Марічка,Марія
Талан,Маєток
Міт,Мед
Хітар,Межа Села
Мині,Мені
Мішшянин,Мешканець Міста
Тогід,Минулого Року
Тогід,Минулоріч
Начєс,Миттєво
Міхайло,Михайло
Бай,Мова
Годен,Може
Книгині,Молода
Книзь,Молодий
Смеречє,Молодий Смерековий Ліс
Чілідина,Молодиця
Скором,Молоко
Клевец,Молоток
Зер,Молочна Сироватка
Мотуз,Мотузка
Слота,Мряка
Чьоловік,Мужчина
Карнувати,Мучити
Прецінь,Між Іншим
Мілійон,Мільйон
Міліїв,Мілієве
Місіц,Місяць
Мішшянин,Міщанин
Лєнка,Міщанка
Файно,На Високому Рівні
Набуватиси,Набуватися
Назбитки,Навмисне
Зістріть,Навпроти
Укий,Навчений
Взад,Назад
Зістріт,Назустріч
Найпушший,Найгірший
Розказ,Наказ
Відав,Напевно
Навкірки,Наперекір
Книгині,Наречена
Книзь,Наречений
Банувати,Нарікати
Нарік,Наступного Року
Глітно,Натовп
Гей,Наче
Гарен,Не Годен
Гарен,Не Може
Гляба,Не Можна
Омпно,Не По Собі
Бійний,Небезпечний
Шарґа,Негода
Гана,Недолік
Збігленє,Недоношений Плід
Гарен,Незугарний
Нехар,Неохайна
Пометки,Непотріб
Вонь,Неприємний Запах
Помале,Неспішно
Най,Нехай
Гид,Нечистота
Гид,Нечисть
Копил,Нешлюбна Дитина
Біда,Нещастя
Оногди,Нещодавно
Ню,Неї
Сегодне,Нинька
Тратити,Нищити
Вістка,Но­Вина
Попах,Нюхати
Отік,Ніби
Ніґде,Ніде
Брич,Ніж
Нич,Нічого
Сохранно,Обережно
Конче,Обов'язково
Єгнє,Овечка
Обзерати,Оглядати
Оден,Один
Одинаціть,Одинадцять
Верства,Однолітки
Убера,Одяг
Вбератиси,Одіватися
Ий,Ой
Лесь,Олексій
Єлена,Олена
Оля,Ольга
Генде,Онде
Борзо,Оперативно
Осьвіта,Освіта
Послідна,Остання
Остатний,Останній
Леда,Ось
Генде,Ось Там
Гезде,Ось Тут
Гезде,Осьде
Ботей,Отара
Ботей,Отара Овець
Отєж,Отже
Трій,Отрута
Гезде,Отут
Сокотити,Охороняти
Хіть,Охота
Видко,Очевидно
Курінє,Палити
Памнєтати,Пам'ятати
Панчіна,Панщина
Дзиґар,Папірос
Парасочка,Параскева
Молодєк,Парубок
Вівчєр,Пастух Овець
Печі,Пекти
Попацити,Пережити Якесь Нещастя
Перепудитиси,Перелякатися
Витати,Перемагати
Петро,Петро
Зга,Печія
Пазити,Пильнувати
Бута,Пиха
Пишшєти,Пищати
Дараба,Пліт
Инак,Інакше
Уздріти,Побачити
Шінувати,Поважати
Гет,Повністю
Скрут,Поворот
Віда,Повідомлення
Млаво,Повільно
Колешня,Повітка
Гониця,Повія
Остатний,Поганий
Нехар,Погань
Дубелт,Подвійно
Скапенний,Подібний
Передчєра,Позавчора
Передтогід,Позаторік
Копил,Позашлюбна Дитина
Борше,Поквапом
Поків,Поки Що
Капа,Покривало
Полудне,Половина Дня
Здихати,Помирати
Заздріти,Помітити
Лєнка,Поміщик
Понедівнок,Понеділок
Покабзувати,Понищити
Попів,Попіл
Ташка,Портфель
Рєд,Порядок
Віно,Посаг
Водно,Постійно
Попацити,Потерпіти
Попацити,Потрапити В Біду
Тре,Потрібно
Поточіна,Потік
Витак,Потім
Фін,Похресник
Фіна,Похресниця
Єв,Почав
Поєс,Пояс
Золити,Прати
Чєстувати,Пригощати
Обзерати,Придивлятися
Пригінчьливе,Примхливе
Асиль,Притулок
Бердо,Провалля
Проць,Прокіп
Гониця,Проститутка
Просєт,Просять
Чурит,Протікає
Просєт,Прохають
Прошшєтиси,Прощатися
Повісмо,Прядиво
Савтир,Псалтир
Кабзувати,Псувати
Лайдак,Пустун
Когут,Півень
Виз,Підвода
Гал,Підряд
Витак,Пізніше
Післідь,Після
Говінє,Піст
Груба,Пічка
Слимбуш,Равлик
Весела,Райдуга
Нагло,Раптово
Ретенно,Ретельно
Клен,Риба
Ґлєджіти,Робити Сир
Вуйко,Родич
Ру,Розалія
Грабивник,Розбійник
Повістувати,Розповідати
Повісти,Розповіді
Росив,Розсіл
Укий,Розумний
Ростина,Рослина
Руский,Росіянин
Хавка,Рот
Руб,Рубець
Поточіна,Русло Потоку
Кріс,Рушниця
Брист,Рясні Бруньки
Гайдук,Рід Танцю
Єтка,Різанина
Рик,Рік
Ґражда,Садиба
Сажя,Сажа
Сєжінь,Сажень
Бисаги,Сакви
Дзиґар,Самокрутка
Шопа,Сарай
Кричєти,Сварити
Ганцикатиси,Сваритися
Слобідно,Свобода
Свєтий,Святий
Свєтий Вечєр,Святий Вечір
Сербувати,Святкувати
Свєтці,Святі
Свічька,Свічка
Семен,Семен
Дзиґар,Сигарета
Годен,Сильний
Тєжко,Складно
Борзо,Скоро
Скрипичьник,Скрипаль
Кілько,Скільки
Гарен,Слабосилий
Слимбуш,Слимак
Слиза,Сльоза
Пазити,Слідкувати
Вонити,Смердіти
Смеречє,Смереки
Авс,Смерть
Лужниця,Смолоскип
Вонь,Сморід
Пометки,Сміття
Фіґляр,Сміхованець
Смієтиси,Сміятися
Ґайда,Собака
Пушкар,Солдат
Веремнє,Сонячна Погода
Устид,Сором
Посидок,Спадщина
Миром,Спокійно
Варе,Справді
Стайні,Стайня
Стебни,Стебні
Плай,Стежка
Штефан,Степан
Сокотити,Стерегти
Напуст,Стихія
Пуд,Страх
Бійний,Страшний
Пудно,Страшно
Штрикнути,Стрибнути
Файний,Стрункий
Стріліня,Стрільба
Стів,Стіл
Ташка,Сумка
Джюрджя,Суперечка
Сегодне,Сьогодні
Тарниця,Сідло
Віт,Сільський Староста
Сімдесєть,Сімдесят
Сімнайціть,Сімнадцять
Йо,Так
Прем,Таки
Генде,Там
Плєс,Танець
Данец,Танок
Данцувати,Танцювати
Данці,Танці
Дєдя,Тато
Тє,Тебе
Чюріти,Текти
Телє,Теля
Тіпер,Тепер
Ціхо,Тихо
Покі,Тиша
Грубий,Товстий
Тогди,Тоді
Тома,Тома
Тимунь,Тому
Тимунь,Тому Й
Тайстра,Торба
Май,Травень
Тре,Треба
Тримбіта,Трембіта
Тримбіташ,Трембітар
Тринаціть,Тринадцять
Ружя,Троянда
Деревишшє,Труна
Туск,Туга
Гир,Тут
Мерші,Туша Здохлої Тварини
Тітін,Тютюн
Тітінар,Тютюновод
Іно,Тільки
Тете,Тітка
Хій,У Розумінні Незгоди Чи Обурення
Бурдей,Убога Хата
Убера,Убрання
Долів,Угору
Обіч,Узбіччя Гори
Опир,Упир
Урокі,Уроки
Урєд,Уряд
Устєріки,Устеріки
Учіти,Учити
Федько,Федір
Флоєра,Флояра
Виз,Фіра
Джємори,Хащі
Фалитиси,Хвалитися
Филя,Хвиля
Бола,Хвороба
Ліса,Хвіртка
Гарен,Хирлявий
Хлопец,Хлопець
Форост,Хмиз
Студенец,Холодець
Студена,Холодна
Набуток,Храм
Храм,Храмове Свято
Батько,Хресний Батько
Маржина,Худоба
Маржинка,Худібка
Плат,Хустина
Плат,Хустка
Ключка,Цвяхотяг
Цисе,Це
Цес,Цей
Кила,Центнер
Ся,Ця
Отсі,Ці
Вере,Цікаво
Цалком,Цілком
Цулувати,Цілувати
Ботей,Чабан
Чєрі,Чари
Мольфар,Чарівник
Чєс,Час
Горші,Чашка
Чєрвак,Черв'як
Черлена,Червона
Черлений,Червоний
Джєрга,Черга
Бовгар,Чередник
Чєтверь,Четвер
Хлоп,Чоловік
Зєть,Чоловік Дочки
Мазенка,Чорна Сорочка
Афини,Чорниця
Афини,Чорниці
Мольфар,Чорт
Штири,Чотири
Чівка,Чубчик
Шерепітка,Чужинець
Вістка,Чутка
Крішку,Чуть-Чуть
Шінувати,Шанувати
Шлик,Шапка
Лубка,Шапка Гриба
Начєс,Швиденько
Борзо,Швидко
Борше,Швидше
Рапавий,Шершавий
Шиньк,Шинок
Жєль,Шкода
Таршук,Шкіряна Торбинка
Калюх,Шлунок
Кавалок,Шматок
Рапавий,Шорсткий
Гачі,Штани
Аляр,Шум
Шістьдесєть,Шісдесят
Шіснайціть,Шіснадцять
Шіст,Шість
Шєстє,Щастя
Шє,Ще
Шєні,Щеня
Абесте,Щоб
Шош,Щось
Шюр,Щур
Юльці,Юлія
Хлопец,Юнак
Глітно,Юрба
Юрко,Юрій
Єблінка,Яблуня
Єворів,Яворів
Єгнє,Ягня
Єйце,Яйце
Єк,Як
Ика,Яка
Коби,Якби
Йикийс,Якийсь
Йкос,Якось
Наколи,Якщо
Єків,Яків
Смерека,Ялина
Слава,Ярослава
Єсний,Ясний
Єчьмінь,Ячмінь
Кілйометр,1000 М
Кватирька,250 Г
Жидівочька,Єврейка
Урядженя,Інвентар
Пулькач,Індик
Трюхля,Індичка
Інджінір,Інженер
Струмент,Інструмент
Иньша,Інша
Сус Христос,Ісус Христос
Машір,Іти Геть
Єжєк,Їжак
Снідані,Їсти Вранці
Австрия,Австрія
Австрияк,Австрієць
Виприни,Агрус
Адукат,Адвокат
Азбуковник,Азбука
Штепний,Акуратний
Єлічя,Алича
Біла Горєчька,Алкогольний Психоз
Пієк,Алкоголік
Настуні,Анастасія
Андрусик,Андрій
Анігдот,Анекдот
Кірєня,Антисанітарія
Антось,Антон
Арніка,Арніка Гірська
Бабратиси,Бабратися
Бабяр,Бабій
Баєчка,Байка
Брашка,Банда
Скомета,Бануш
Баньик,Баняк
Барвінків,Барвінково
Дьидик,Батько
Поволе,Без Поспіху
Зівка,Без Смаку
Безпешна,Безпечна
Кірєня,Безпорядок
Бегече,Бекати
Биндзина,Бензин
Берегоміт,Берегомет
Сокотитиси,Берегтися
Березнєк,Березовий Гай
Березнєк,Березовий Ліс
Березнєк,Березовий Праліс
Бесідати,Бесідувати
Котики Сріберні,Бечка
Гаверлувати,Бешкетувати
Богай,Бик
Рафайлова,Бистриця
Піхати,Бити
Бичьи,Бичок
Благословеніє,Благословення
Блишєт,Блищить
Гадєчка,Бліда Поганка
Богданчик,Богдан
Шкородити,Боронувати
Бурикатиси,Боротися
Борщь,Борщ
Шваґір,Брат Чоловіка
Браччік,Братик
Цирата,Брезент
Валантатися,Бродити
Некифурна,Бруднуля
Гогодзи,Брусниця
Брустурів,Брустури
Рингач,Бугай
Шпінка,Булавка
Бункір,Бункер
Джвиндіти,Бурчати
Абиде,Бути
Фірманьитьи,Бути Їздовим
Лящувати,Бушувати
Ґальопа,Бігом
Падькатиси,Бідкатися
Бідар,Бідняк
Бідити,Бідувати
Вивірка,Білка
Цятки,Бісер
В'єжеш,В'язати
Крірвати,Важко Працювати
Тєжши,Важче
Варвара,Варвара
Смоляки,Варта
Василинка,Василина
Сют,Василь
Виходок,Вбиральня
Крепір,Вбити
Гупнути,Вдарити
Манорія,Вдача
Уболічєси,Вдягнутися
Одивец,Вдівець
Шісливий,Везучий
Просинец,Вересень
Горішній Ясенив,Верхній Ясенів
Жєб'ї,Верховина
Жертівлива,Весела
Радуйтиси,Веселіться
Весілічко,Весіллячко
Вечєр'е,Вечеря
Вжілитисі,Вжалитися
Чота,Взвод
Вібирати,Вибирати
Вібирати,Вибрати
Приштрамувати,Вивбирати
Зучити,Вивчити
Віговорити,Виговорити
Хосен,Вигода
Замельдувати,Видавати
Виженька,Виженка
Вижениця,Вижниця
Попсуло,Вийшло З Ладу
Вісипувати,Викидати
Жвиндіти,Викрикувати
Ґраблі,Вила
Віфашкати,Вимазати
Трапунок,Випадок
Видудурювати,Випивати
Віпити,Випити
Апрегендовані,Виправдані
Бульб'он,Вир У Річці
Вікохати,Виростити
Виріжєти,Виряджати
Висвітити,Висвятити
Штивний,Високий
Висип'єти Си,Виспатися
Законитиси,Висповідатися Перед Смертю
Витігати,Витягати
Вішитьи,Вишивка
Зицирка,Вишкіл
Виїхати,Виїжджати
Виїхувати,Виїздити
Водица,Водиця
Гоц,Водоспад
Валансатиси,Волочитися
Васильки,Волошка Синя
Флецнутисі,Впасти
Наврочіти,Вректи
Злигнути,Втекти
Зубели,Вуздечка
Учєра,Вчора
Цигайка,Вівця Із М'якою Вовною
Відсилювати,Відв'язувати
Дзьима,Відвар
Прийти Знати,Відвідати
Кіпно,Відлига
Ковбук,Відпиляна Колода
Літник,Відпочивальник
Припочивок,Відпочинок
Урльопник,Відпускник
Урльоп,Відпустка
Сцурікатися,Відступити
Відкигнути,Відтягнути
Чутє,Відчуття
В'інчіньи,Вінчання
Віншувати,Вітати
Ґришпан,Вічнозелена Рослина
Гаврило,Гавриїл
Ґазета,Газета
Штрубка,Гайка
Латрати,Галасувати
Візерований Фостик,Галстук
Фоя,Галуззя Зі Смереки
Полярец,Гаманець
Клявза,Гать
Гашенька,Гафія
Джбан,Глечик
Бульбона,Глибоке Місце
Бульбона,Глибоке Місце Річки
Гнатиси,Гнатися
Бгачкий,Гнучкий
Гніватиси,Гніватися
Балакає,Говорить
Зигарок,Годинник
Дзиґарніст,Годинникар
Стокмити,Годитися
Бретитиси,Голитися
Падькатиси,Голосити
